developer_id,journey_id,fast_score,consistent_score,reflective_score,cluster,pace_label
5774,317,1,0,0,0,fast learner
5774,319,1,0,0,0,fast learner
5774,337,1,0,1,1,consistent learner
5774,342,1,0,0,0,fast learner
5774,382,1,0,1,1,consistent learner
5774,387,1,0,1,1,consistent learner
5774,423,1,1,1,1,consistent learner
5774,428,1,0,0,0,fast learner
5774,485,0,0,0,2,reflective learner
5774,490,0,0,0,2,reflective learner
5774,495,0,0,0,2,reflective learner
5774,500,0,0,0,2,reflective learner
5774,505,0,0,1,2,reflective learner
5774,545,0,0,1,2,reflective learner
5774,550,1,0,1,1,consistent learner
5774,555,1,0,0,0,fast learner
5774,570,1,0,0,0,fast learner
5774,590,1,0,1,1,consistent learner
5774,600,1,0,1,1,consistent learner
5774,615,1,1,0,0,fast learner
5774,653,1,0,1,1,consistent learner
5774,713,1,0,0,0,fast learner
5774,748,0,0,0,2,reflective learner
5774,753,1,0,0,0,fast learner
5774,828,0,0,0,2,reflective learner
5774,852,1,0,0,0,fast learner
5774,862,1,0,1,1,consistent learner
5774,867,1,0,0,0,fast learner
5774,899,1,0,0,0,fast learner
5774,902,1,0,0,0,fast learner
11836,14,1,1,1,1,consistent learner
11836,32,1,0,0,0,fast learner
11836,51,1,0,1,1,consistent learner
11836,60,1,0,1,1,consistent learner
11836,80,1,1,0,0,fast learner
11836,86,1,0,1,1,consistent learner
11836,120,1,0,0,0,fast learner
11836,145,1,1,1,1,consistent learner
11836,159,1,1,1,1,consistent learner
11836,165,1,0,1,1,consistent learner
11836,169,1,0,0,0,fast learner
11836,171,1,0,1,1,consistent learner
11836,177,1,0,1,1,consistent learner
11836,184,1,0,1,1,consistent learner
11836,185,1,0,1,1,consistent learner
11836,191,1,0,0,0,fast learner
11836,195,1,0,0,0,fast learner
11836,199,1,0,1,1,consistent learner
11836,202,1,0,0,0,fast learner
11836,237,1,0,1,1,consistent learner
11836,251,1,1,1,1,consistent learner
11836,256,0,1,1,2,reflective learner
11836,287,1,0,1,1,consistent learner
11836,292,0,0,0,2,reflective learner
11836,302,1,0,1,1,consistent learner
11836,313,0,0,1,2,reflective learner
11836,315,1,1,1,1,consistent learner
11836,317,1,0,1,1,consistent learner
11836,319,1,0,1,1,consistent learner
11836,322,0,0,0,2,reflective learner
11836,335,1,0,1,1,consistent learner
11836,352,1,1,0,0,fast learner
11836,367,0,0,0,2,reflective learner
11836,382,1,0,1,1,consistent learner
11836,387,1,0,1,1,consistent learner
11836,418,0,0,0,2,reflective learner
11836,443,0,0,1,2,reflective learner
11836,445,1,0,1,1,consistent learner
11836,480,0,0,1,2,reflective learner
11836,505,0,0,0,2,reflective learner
11836,530,0,0,1,2,reflective learner
11836,555,1,0,1,1,consistent learner
11836,570,1,0,0,0,fast learner
11836,590,1,0,1,1,consistent learner
11836,595,0,0,0,2,reflective learner
11836,653,1,0,1,1,consistent learner
11836,663,1,0,0,0,fast learner
11836,673,0,0,0,2,reflective learner
11836,703,1,0,1,1,consistent learner
11836,713,1,0,0,0,fast learner
11836,748,0,0,0,2,reflective learner
11836,753,1,0,0,0,fast learner
11836,758,1,0,0,0,fast learner
11836,852,1,0,0,0,fast learner
11836,862,1,0,0,0,fast learner
11836,867,1,0,0,0,fast learner
11836,905,1,0,0,0,fast learner
17833,14,1,1,1,1,consistent learner
17833,51,1,0,1,1,consistent learner
17833,55,0,0,1,2,reflective learner
17833,58,0,0,0,2,reflective learner
17833,60,1,1,1,1,consistent learner
17833,80,1,1,1,1,consistent learner
17833,86,1,0,1,1,consistent learner
17833,104,1,1,0,0,fast learner
17833,116,0,0,0,2,reflective learner
17833,120,1,0,0,0,fast learner
17833,123,1,0,1,1,consistent learner
17833,145,1,0,0,0,fast learner
17833,159,1,0,1,1,consistent learner
17833,163,1,1,0,0,fast learner
17833,165,0,0,0,2,reflective learner
17833,169,0,1,0,2,reflective learner
17833,177,1,0,1,1,consistent learner
17833,184,1,1,1,1,consistent learner
17833,185,1,0,0,0,fast learner
17833,191,1,1,1,1,consistent learner
17833,219,1,0,1,1,consistent learner
17833,237,1,0,0,0,fast learner
17833,251,1,0,1,1,consistent learner
17833,256,1,0,1,1,consistent learner
17833,261,1,0,1,1,consistent learner
17833,266,1,0,1,1,consistent learner
17833,271,1,0,1,1,consistent learner
17833,276,1,0,1,1,consistent learner
17833,292,1,0,0,0,fast learner
17833,297,1,0,1,1,consistent learner
17833,302,1,1,1,1,consistent learner
17833,313,1,0,1,1,consistent learner
17833,315,1,0,1,1,consistent learner
17833,317,1,0,1,1,consistent learner
17833,319,1,0,0,0,fast learner
17833,335,0,0,0,2,reflective learner
17833,337,1,0,0,0,fast learner
17833,352,1,0,1,1,consistent learner
17833,382,1,0,1,1,consistent learner
17833,387,1,1,0,0,fast learner
17833,423,1,1,1,1,consistent learner
17833,428,1,1,1,1,consistent learner
17833,433,1,1,1,1,consistent learner
17833,485,0,0,0,2,reflective learner
17833,490,0,0,0,2,reflective learner
17833,495,0,0,0,2,reflective learner
17833,500,0,0,0,2,reflective learner
17833,505,0,0,0,2,reflective learner
17833,570,1,1,1,1,consistent learner
17833,615,1,0,1,1,consistent learner
17833,620,1,1,1,1,consistent learner
17833,653,1,1,1,1,consistent learner
17833,852,1,0,0,0,fast learner
32258,12,0,0,0,2,reflective learner
32258,14,1,0,1,1,consistent learner
32258,32,1,0,1,1,consistent learner
32258,51,1,1,1,1,consistent learner
32258,55,1,0,0,0,fast learner
32258,60,1,0,1,1,consistent learner
32258,80,1,0,1,1,consistent learner
32258,83,1,0,0,0,fast learner
32258,86,1,0,0,0,fast learner
32258,116,0,1,1,2,reflective learner
32258,123,1,1,1,1,consistent learner
32258,129,1,0,0,0,fast learner
32258,133,1,0,1,1,consistent learner
32258,144,1,0,0,0,fast learner
32258,145,1,0,0,0,fast learner
32258,159,1,0,0,0,fast learner
32258,163,0,0,0,2,reflective learner
32258,165,1,0,1,1,consistent learner
32258,169,1,0,0,0,fast learner
32258,171,1,0,1,1,consistent learner
32258,177,1,0,1,1,consistent learner
32258,184,0,1,1,2,reflective learner
32258,191,1,0,0,0,fast learner
32258,195,1,1,1,1,consistent learner
32258,199,1,0,1,1,consistent learner
32258,202,1,0,1,1,consistent learner
32258,209,1,0,1,1,consistent learner
32258,219,1,0,1,1,consistent learner
32258,251,1,0,0,0,fast learner
32258,256,0,1,0,2,reflective learner
32258,261,1,0,0,0,fast learner
32258,266,1,0,1,1,consistent learner
32258,271,1,0,1,1,consistent learner
32258,276,1,0,1,1,consistent learner
32258,281,0,1,1,2,reflective learner
32258,287,1,0,1,1,consistent learner
32258,312,0,0,1,2,reflective learner
32258,313,0,0,1,2,reflective learner
32258,315,1,0,1,1,consistent learner
32258,317,1,0,1,1,consistent learner
32258,319,1,0,1,1,consistent learner
32258,327,1,0,1,1,consistent learner
32258,332,1,0,1,1,consistent learner
32258,335,1,0,1,1,consistent learner
32258,337,1,0,1,1,consistent learner
32258,342,1,0,1,1,consistent learner
32258,352,1,1,1,1,consistent learner
32258,382,1,0,1,1,consistent learner
32258,387,1,0,1,1,consistent learner
32258,403,1,0,1,1,consistent learner
32258,408,1,0,1,1,consistent learner
32258,413,1,0,0,0,fast learner
32258,423,1,0,1,1,consistent learner
32258,445,1,0,1,1,consistent learner
32258,480,1,0,1,1,consistent learner
32258,505,0,0,1,2,reflective learner
32258,510,1,0,1,1,consistent learner
32258,520,1,0,0,0,fast learner
32258,545,0,0,0,2,reflective learner
32258,550,0,0,0,2,reflective learner
32258,555,1,0,1,1,consistent learner
32258,565,1,1,1,1,consistent learner
32258,570,1,0,0,0,fast learner
32258,580,1,0,0,0,fast learner
32258,590,0,0,1,2,reflective learner
32258,595,0,0,0,2,reflective learner
32258,600,1,0,0,0,fast learner
32258,605,1,1,1,1,consistent learner
32258,610,1,0,1,1,consistent learner
32258,615,1,1,1,1,consistent learner
32258,620,1,0,0,0,fast learner
32258,653,1,1,1,1,consistent learner
32258,663,1,1,1,1,consistent learner
32258,697,1,0,1,1,consistent learner
32258,703,1,0,1,1,consistent learner
32258,753,0,0,1,2,reflective learner
32258,828,0,0,0,2,reflective learner
32258,852,1,0,0,0,fast learner
32258,862,0,0,1,2,reflective learner
32258,902,1,0,0,0,fast learner
32258,905,1,0,0,0,fast learner
96989,51,1,0,0,0,fast learner
96989,83,1,0,0,0,fast learner
96989,104,1,0,0,0,fast learner
96989,123,1,0,0,0,fast learner
96989,133,1,0,0,0,fast learner
96989,144,1,0,0,0,fast learner
96989,159,1,0,0,0,fast learner
96989,163,1,1,0,0,fast learner
96989,191,1,0,0,0,fast learner
96989,202,1,0,0,0,fast learner
96989,219,1,1,1,1,consistent learner
96989,251,1,0,0,0,fast learner
96989,256,1,0,0,0,fast learner
96989,261,1,0,1,1,consistent learner
96989,266,1,0,1,1,consistent learner
96989,271,1,1,0,0,fast learner
96989,315,1,0,1,1,consistent learner
96989,337,1,0,0,0,fast learner
96989,342,1,1,0,0,fast learner
96989,382,1,1,1,1,consistent learner
96989,387,0,0,1,2,reflective learner
96989,403,1,0,0,0,fast learner
96989,413,1,0,0,0,fast learner
96989,418,1,1,0,0,fast learner
96989,565,1,0,0,0,fast learner
96989,595,0,0,0,2,reflective learner
96989,610,1,1,1,1,consistent learner
96989,615,1,0,0,0,fast learner
96989,653,1,0,0,0,fast learner
96989,743,1,0,0,0,fast learner
96989,881,1,0,0,0,fast learner
102556,14,1,1,1,1,consistent learner
102556,51,1,0,1,1,consistent learner
102556,55,1,1,1,1,consistent learner
102556,60,1,0,1,1,consistent learner
102556,80,1,1,1,1,consistent learner
102556,86,1,0,1,1,consistent learner
102556,120,1,0,0,0,fast learner
102556,123,1,0,1,1,consistent learner
102556,133,1,0,1,1,consistent learner
102556,145,1,0,1,1,consistent learner
102556,159,1,1,1,1,consistent learner
102556,163,1,0,1,1,consistent learner
102556,165,1,0,1,1,consistent learner
102556,169,1,1,1,1,consistent learner
102556,177,1,0,1,1,consistent learner
102556,184,1,1,1,1,consistent learner
102556,191,1,0,1,1,consistent learner
102556,195,1,1,1,1,consistent learner
102556,199,0,1,1,2,reflective learner
102556,219,1,0,1,1,consistent learner
102556,237,1,0,1,1,consistent learner
102556,251,1,1,1,1,consistent learner
102556,256,1,0,1,1,consistent learner
102556,261,1,0,1,1,consistent learner
102556,266,1,0,1,1,consistent learner
102556,271,1,0,1,1,consistent learner
102556,276,1,0,1,1,consistent learner
102556,287,1,0,1,1,consistent learner
102556,292,0,0,0,2,reflective learner
102556,302,0,0,0,2,reflective learner
102556,307,0,0,0,2,reflective learner
102556,315,1,0,1,1,consistent learner
102556,317,1,0,1,1,consistent learner
102556,335,1,0,1,1,consistent learner
102556,337,1,1,0,0,fast learner
102556,342,1,0,1,1,consistent learner
102556,352,1,1,1,1,consistent learner
102556,367,0,0,0,2,reflective learner
102556,382,1,0,1,1,consistent learner
102556,387,1,0,1,1,consistent learner
102556,403,1,0,1,1,consistent learner
102556,413,1,0,1,1,consistent learner
102556,418,1,0,1,1,consistent learner
102556,423,1,0,1,1,consistent learner
102556,428,1,0,1,1,consistent learner
102556,433,1,0,1,1,consistent learner
102556,445,1,1,1,1,consistent learner
102556,480,1,0,1,1,consistent learner
102556,485,0,0,0,2,reflective learner
102556,490,0,0,0,2,reflective learner
102556,495,0,0,0,2,reflective learner
102556,500,0,0,0,2,reflective learner
102556,505,0,0,0,2,reflective learner
102556,530,0,0,0,2,reflective learner
102556,555,1,0,1,1,consistent learner
102556,565,1,1,1,1,consistent learner
102556,570,1,0,1,1,consistent learner
102556,580,1,0,1,1,consistent learner
102556,590,0,0,0,2,reflective learner
102556,600,1,0,1,1,consistent learner
102556,605,1,0,1,1,consistent learner
102556,610,1,0,1,1,consistent learner
102556,615,1,0,1,1,consistent learner
102556,620,1,0,1,1,consistent learner
102556,653,1,0,1,1,consistent learner
102556,697,1,0,0,0,fast learner
102556,703,0,0,0,2,reflective learner
102556,708,1,0,1,1,consistent learner
102556,733,0,0,0,2,reflective learner
102556,743,1,0,1,1,consistent learner
102556,753,1,0,1,1,consistent learner
102556,788,1,1,1,1,consistent learner
102556,831,1,0,0,0,fast learner
102556,852,1,0,0,0,fast learner
102556,881,1,1,0,0,fast learner
110119,14,1,0,1,1,consistent learner
110119,51,0,0,1,2,reflective learner
110119,60,0,0,1,2,reflective learner
110119,83,1,0,1,1,consistent learner
110119,104,1,0,1,1,consistent learner
110119,116,1,0,0,0,fast learner
110119,123,0,0,0,2,reflective learner
110119,177,0,1,1,2,reflective learner
110119,184,0,1,1,2,reflective learner
110119,191,0,0,0,2,reflective learner
110119,256,1,0,0,0,fast learner
110119,261,1,0,1,1,consistent learner
110119,266,1,0,0,0,fast learner
110119,302,0,0,0,2,reflective learner
110119,382,1,0,0,0,fast learner
110119,387,1,0,1,1,consistent learner
110119,490,0,0,0,2,reflective learner
110119,495,0,0,0,2,reflective learner
110119,555,1,0,0,0,fast learner
110119,600,1,0,0,0,fast learner
110119,615,1,0,1,1,consistent learner
110119,653,1,1,1,1,consistent learner
110119,748,0,0,0,2,reflective learner
110119,852,0,1,1,2,reflective learner
110119,862,1,0,0,0,fast learner
110119,867,1,0,0,0,fast learner
110119,905,1,0,0,0,fast learner
113842,14,1,1,1,1,consistent learner
113842,51,1,0,1,1,consistent learner
113842,60,0,1,1,2,reflective learner
113842,80,1,0,0,0,fast learner
113842,123,1,0,0,0,fast learner
113842,159,0,0,0,2,reflective learner
113842,165,1,1,0,0,fast learner
113842,169,1,0,0,0,fast learner
113842,191,1,1,0,0,fast learner
113842,195,1,0,0,0,fast learner
113842,237,1,0,1,1,consistent learner
113842,256,1,0,0,0,fast learner
113842,261,1,0,0,0,fast learner
113842,271,1,1,0,0,fast learner
113842,287,0,0,1,2,reflective learner
113842,292,1,0,0,0,fast learner
113842,315,1,1,0,0,fast learner
113842,317,1,0,1,1,consistent learner
113842,335,1,1,0,0,fast learner
113842,352,1,0,0,0,fast learner
113842,357,0,0,0,2,reflective learner
113842,367,0,0,0,2,reflective learner
113842,418,1,0,0,0,fast learner
113842,445,1,1,0,0,fast learner
113842,480,1,1,0,0,fast learner
113842,485,0,0,0,2,reflective learner
113842,490,0,0,0,2,reflective learner
113842,495,0,0,0,2,reflective learner
113842,500,0,0,0,2,reflective learner
113842,748,0,0,1,2,reflective learner
153116,51,0,0,1,2,reflective learner
153116,58,0,0,0,2,reflective learner
153116,60,1,0,1,1,consistent learner
153116,86,1,0,1,1,consistent learner
153116,92,1,0,1,1,consistent learner
153116,123,1,0,0,0,fast learner
153116,150,0,0,1,2,reflective learner
153116,177,0,0,1,2,reflective learner
153116,184,1,0,1,1,consistent learner
153116,185,1,0,1,1,consistent learner
153116,199,0,0,0,2,reflective learner
153116,237,1,0,0,0,fast learner
153116,251,1,0,0,0,fast learner
153116,256,1,1,0,0,fast learner
153116,261,1,0,0,0,fast learner
153116,266,1,0,1,1,consistent learner
153116,302,1,0,0,0,fast learner
153116,313,1,1,1,1,consistent learner
153116,315,1,0,1,1,consistent learner
153116,317,1,0,0,0,fast learner
153116,319,1,1,1,1,consistent learner
153116,403,1,0,0,0,fast learner
153116,443,0,0,0,2,reflective learner
153116,530,0,0,0,2,reflective learner
153116,555,1,0,1,1,consistent learner
153116,590,1,0,1,1,consistent learner
153116,600,1,0,0,0,fast learner
153116,615,1,0,0,0,fast learner
153116,625,0,0,0,2,reflective learner
153116,653,1,0,1,1,consistent learner
153116,708,1,0,0,0,fast learner
153116,713,1,1,1,1,consistent learner
153116,748,0,0,0,2,reflective learner
153116,758,1,0,0,0,fast learner
153116,763,0,1,1,2,reflective learner
153116,768,0,1,1,2,reflective learner
153116,852,1,0,1,1,consistent learner
433737,14,1,0,0,0,fast learner
433737,51,1,1,1,1,consistent learner
433737,60,1,0,0,0,fast learner
433737,80,1,0,0,0,fast learner
433737,86,1,0,1,1,consistent learner
433737,120,1,0,1,1,consistent learner
433737,123,1,1,0,0,fast learner
433737,133,1,1,1,1,consistent learner
433737,145,1,0,0,0,fast learner
433737,159,1,0,1,1,consistent learner
433737,163,1,1,1,1,consistent learner
433737,165,1,0,0,0,fast learner
433737,169,1,0,1,1,consistent learner
433737,171,1,0,0,0,fast learner
433737,177,1,0,0,0,fast learner
433737,184,1,1,1,1,consistent learner
433737,185,1,0,1,1,consistent learner
433737,191,1,0,1,1,consistent learner
433737,195,1,1,1,1,consistent learner
433737,199,1,1,1,1,consistent learner
433737,202,1,0,0,0,fast learner
433737,209,1,0,0,0,fast learner
433737,219,1,1,1,1,consistent learner
433737,237,1,0,1,1,consistent learner
433737,251,1,0,1,1,consistent learner
433737,256,1,1,1,1,consistent learner
433737,261,1,0,1,1,consistent learner
433737,266,1,0,0,0,fast learner
433737,271,1,0,0,0,fast learner
433737,276,1,1,1,1,consistent learner
433737,281,0,0,1,2,reflective learner
433737,292,1,0,1,1,consistent learner
433737,302,1,0,1,1,consistent learner
433737,313,1,0,0,0,fast learner
433737,315,1,0,1,1,consistent learner
433737,317,1,0,1,1,consistent learner
433737,319,1,0,0,0,fast learner
433737,322,0,0,0,2,reflective learner
433737,332,1,0,1,1,consistent learner
433737,335,1,0,0,0,fast learner
433737,337,1,0,1,1,consistent learner
433737,342,1,0,1,1,consistent learner
433737,352,1,1,0,0,fast learner
433737,372,0,0,0,2,reflective learner
433737,382,1,0,0,0,fast learner
433737,387,1,0,1,1,consistent learner
433737,403,1,0,0,0,fast learner
433737,413,1,0,1,1,consistent learner
433737,418,1,0,0,0,fast learner
433737,423,1,0,0,0,fast learner
433737,428,1,0,0,0,fast learner
433737,433,1,0,0,0,fast learner
433737,443,1,0,1,1,consistent learner
433737,445,1,0,0,0,fast learner
433737,480,1,0,0,0,fast learner
433737,505,0,0,1,2,reflective learner
433737,530,0,0,0,2,reflective learner
433737,545,0,0,0,2,reflective learner
433737,550,0,0,1,2,reflective learner
433737,555,1,0,1,1,consistent learner
433737,565,1,0,0,0,fast learner
433737,570,1,0,0,0,fast learner
433737,580,1,1,0,0,fast learner
433737,590,1,1,1,1,consistent learner
433737,595,0,0,0,2,reflective learner
433737,600,1,0,1,1,consistent learner
433737,605,1,1,1,1,consistent learner
433737,610,1,1,0,0,fast learner
433737,615,1,0,0,0,fast learner
433737,620,1,0,1,1,consistent learner
433737,653,1,1,1,1,consistent learner
433737,658,1,0,0,0,fast learner
433737,663,1,0,0,0,fast learner
433737,673,0,0,0,2,reflective learner
433737,697,1,0,0,0,fast learner
433737,698,0,0,0,2,reflective learner
433737,703,0,0,0,2,reflective learner
433737,708,1,0,0,0,fast learner
433737,713,1,0,0,0,fast learner
433737,723,0,1,0,2,reflective learner
433737,743,1,0,1,1,consistent learner
433737,748,0,0,0,2,reflective learner
433737,753,1,0,0,0,fast learner
433737,758,1,0,1,1,consistent learner
433737,828,0,0,1,2,reflective learner
433737,837,0,1,1,2,reflective learner
433737,852,1,0,0,0,fast learner
433737,862,1,0,0,0,fast learner
433737,867,1,0,0,0,fast learner
433737,899,1,0,0,0,fast learner
433737,902,1,0,0,0,fast learner
494342,14,1,0,1,1,consistent learner
494342,51,0,0,1,2,reflective learner
494342,60,1,0,0,0,fast learner
494342,80,0,0,1,2,reflective learner
494342,86,1,0,0,0,fast learner
494342,123,1,0,0,0,fast learner
494342,129,0,1,1,2,reflective learner
494342,133,1,0,1,1,consistent learner
494342,159,0,1,1,2,reflective learner
494342,163,0,0,0,2,reflective learner
494342,165,1,1,1,1,consistent learner
494342,169,1,0,1,1,consistent learner
494342,177,1,0,0,0,fast learner
494342,184,1,0,1,1,consistent learner
494342,185,1,0,1,1,consistent learner
494342,191,1,1,1,1,consistent learner
494342,195,1,1,1,1,consistent learner
494342,199,1,0,1,1,consistent learner
494342,237,1,0,1,1,consistent learner
494342,251,1,0,1,1,consistent learner
494342,256,1,0,1,1,consistent learner
494342,261,1,0,0,0,fast learner
494342,266,1,0,1,1,consistent learner
494342,271,1,0,1,1,consistent learner
494342,276,0,1,1,2,reflective learner
494342,281,0,0,1,2,reflective learner
494342,287,1,0,1,1,consistent learner
494342,292,1,0,1,1,consistent learner
494342,302,0,0,1,2,reflective learner
494342,312,0,0,1,2,reflective learner
494342,313,1,0,1,1,consistent learner
494342,315,1,0,1,1,consistent learner
494342,317,1,0,1,1,consistent learner
494342,319,1,1,1,1,consistent learner
494342,322,0,0,0,2,reflective learner
494342,332,1,0,0,0,fast learner
494342,335,1,1,1,1,consistent learner
494342,337,1,0,1,1,consistent learner
494342,342,1,0,1,1,consistent learner
494342,352,1,0,1,1,consistent learner
494342,357,0,0,0,2,reflective learner
494342,362,0,0,0,2,reflective learner
494342,367,0,0,1,2,reflective learner
494342,382,1,0,1,1,consistent learner
494342,387,1,0,0,0,fast learner
494342,403,1,0,1,1,consistent learner
494342,423,0,0,1,2,reflective learner
494342,443,1,0,1,1,consistent learner
494342,445,1,0,1,1,consistent learner
494342,530,0,0,0,2,reflective learner
494342,570,1,0,1,1,consistent learner
494342,595,0,0,0,2,reflective learner
494342,600,1,0,0,0,fast learner
494342,653,1,1,1,1,consistent learner
494342,673,0,0,0,2,reflective learner
494342,697,1,0,1,1,consistent learner
494342,723,0,1,1,2,reflective learner
494342,748,0,0,0,2,reflective learner
494342,753,1,0,0,0,fast learner
494342,758,1,0,0,0,fast learner
494342,837,0,1,1,2,reflective learner
494342,852,1,0,0,0,fast learner
494342,862,1,1,0,0,fast learner
494342,867,1,0,0,0,fast learner
494342,881,0,0,1,2,reflective learner
496740,14,1,0,1,1,consistent learner
496740,51,1,0,1,1,consistent learner
496740,60,1,0,0,0,fast learner
496740,80,1,0,1,1,consistent learner
496740,86,1,0,1,1,consistent learner
496740,120,1,0,0,0,fast learner
496740,123,1,1,1,1,consistent learner
496740,133,1,1,1,1,consistent learner
496740,145,1,0,1,1,consistent learner
496740,159,1,0,1,1,consistent learner
496740,163,1,0,1,1,consistent learner
496740,165,1,0,1,1,consistent learner
496740,177,1,0,1,1,consistent learner
496740,184,1,0,1,1,consistent learner
496740,185,1,0,0,0,fast learner
496740,191,1,0,1,1,consistent learner
496740,195,1,1,1,1,consistent learner
496740,219,1,0,1,1,consistent learner
496740,237,1,0,1,1,consistent learner
496740,251,1,0,1,1,consistent learner
496740,256,1,1,1,1,consistent learner
496740,261,1,0,1,1,consistent learner
496740,266,1,0,1,1,consistent learner
496740,271,1,0,1,1,consistent learner
496740,276,1,0,1,1,consistent learner
496740,292,0,0,0,2,reflective learner
496740,297,0,0,1,2,reflective learner
496740,302,1,0,0,0,fast learner
496740,312,0,0,0,2,reflective learner
496740,313,1,1,1,1,consistent learner
496740,315,1,0,1,1,consistent learner
496740,317,1,0,1,1,consistent learner
496740,332,1,0,1,1,consistent learner
496740,335,1,0,1,1,consistent learner
496740,337,1,0,1,1,consistent learner
496740,342,1,0,1,1,consistent learner
496740,352,1,0,0,0,fast learner
496740,367,0,0,1,2,reflective learner
496740,382,1,0,1,1,consistent learner
496740,387,1,0,1,1,consistent learner
496740,397,0,1,1,2,reflective learner
496740,403,1,0,1,1,consistent learner
496740,413,1,0,1,1,consistent learner
496740,418,1,0,1,1,consistent learner
496740,423,1,1,1,1,consistent learner
496740,428,1,0,1,1,consistent learner
496740,433,1,1,1,1,consistent learner
496740,445,1,0,1,1,consistent learner
496740,480,1,0,1,1,consistent learner
496740,485,0,0,0,2,reflective learner
496740,490,0,0,0,2,reflective learner
496740,495,0,0,0,2,reflective learner
496740,500,0,0,0,2,reflective learner
496740,520,1,0,0,0,fast learner
496740,555,1,0,1,1,consistent learner
496740,565,1,0,1,1,consistent learner
496740,570,1,1,1,1,consistent learner
496740,575,0,1,1,2,reflective learner
496740,580,1,0,1,1,consistent learner
496740,595,0,0,1,2,reflective learner
496740,600,1,0,1,1,consistent learner
496740,605,1,0,0,0,fast learner
496740,610,1,0,1,1,consistent learner
496740,615,1,0,1,1,consistent learner
496740,620,1,0,0,0,fast learner
496740,653,1,0,0,0,fast learner
496740,663,1,0,1,1,consistent learner
496740,697,1,0,0,0,fast learner
496740,703,0,0,0,2,reflective learner
496740,733,0,0,0,2,reflective learner
496740,852,1,0,0,0,fast learner
496740,862,1,0,0,0,fast learner
496740,867,1,0,0,0,fast learner
518124,14,1,1,1,1,consistent learner
518124,51,1,0,1,1,consistent learner
518124,60,1,0,1,1,consistent learner
518124,80,1,0,1,1,consistent learner
518124,83,1,0,1,1,consistent learner
