developer_id,journey_id,name,difficulty,hours_to_study,study_duration,completion_speed,completed_modules,total_modules_viewed,avg_study_hour,study_consistency_std,study_consistency_ratio,speed_percentile,speed_category
3390,159,Belajar Membuat Aplikasi Flutter untuk Pemula,0.0,40.0,311.0,7.775,51,51,10.588235294117647,128.0498946122334,0.01971090670170828,94.11764705882352,Slow (> 130%)
3390,163,Belajar Fundamental Front-End Web Development,0.0,80.0,37.0,0.4625,107,133,12.052631578947368,216.20866657005217,0.010332950631458095,48.0,Fast (< 70%)
3390,165,Menjadi Android Developer Expert,0.0,90.0,16.0,0.56,51,52,11.384615384615385,96.30550347721567,0.010893246187363835,38.88888888888889,Fast (< 70%)
3390,169,Belajar Prinsip Pemrograman SOLID,0.0,15.0,2.0,0.13333333333333333,30,41,17.975609756097562,333.5688647041267,0.0034626038781163434,30.434782608695656,Fast (< 70%)
3390,171,Belajar Membuat Aplikasi iOS untuk Pemula,0.0,40.0,26.0,0.65,50,67,14.029850746268657,313.9652647985124,0.005112474437627812,72.72727272727273,Fast (< 70%)
3390,177,Belajar Dasar Visualisasi Data,0.0,16.0,0.0,0.0,47,64,13.234375,163.4142656631367,0.002279202279202279,14.583333333333334,
3390,184,Belajar Machine Learning untuk Pemula,0.0,90.0,5.0,0.05555555555555555,137,139,12.050359712230216,312.12113033244003,0.0034071550255536627,10.869565217391305,Fast (< 70%)
3390,185,Belajar Fundamental Deep Learning,0.0,110.0,51.0,0.4636363636363636,129,134,16.149253731343283,279.5157240657491,0.006036217303822937,70.0,Fast (< 70%)
3390,191,Memulai Pemrograman dengan Dart,0.0,30.0,6.0,0.2,44,86,14.465116279069768,214.62163088664767,0.00651890482398957,19.047619047619047,Fast (< 70%)
3390,195,Belajar Fundamental Aplikasi Flutter,0.0,90.0,16.0,0.56,51,65,14.184615384615384,174.31368914179467,0.009345794392523364,38.46153846153847,Fast (< 70%)
3390,202,Belajar Fundamental Aplikasi iOS,0.0,70.0,16.0,0.56,14,87,15.068965517241379,138.44569287826621,0.011111111111111112,44.44444444444444,Fast (< 70%)
3390,219,Belajar Pengembangan Web Intermediate,0.0,80.0,77.0,0.9625,155,175,14.131428571428572,96.51033570534912,0.0148975791433892,67.5,Normal (70-130%)
3390,237,Memulai Dasar Pemrograman untuk Menjadi Pengembang Software,0.0,9.0,25.0,2.7777777777777777,74,74,18.2027027027027,92.0,0.012658227848101266,87.5,Slow (> 130%)
3390,251,Belajar Dasar Cloud dan Gen AI di AWS,0.0,18.0,10.0,0.5555555555555556,81,99,15.83838383838384,167.6393748497053,0.003981420039814201,11.11111111111111,Fast (< 70%)
3390,256,Belajar Dasar Pemrograman JavaScript,0.0,46.0,4.0,0.08695652173913043,112,154,14.051948051948052,211.47502807660294,0.006036217303822937,30.76923076923077,Fast (< 70%)
3390,261,Belajar Back-End Pemula dengan JavaScript,0.0,50.0,28.0,0.56,97,102,13.990196078431373,158.242430045379,0.006439742410303588,55.55555555555556,Fast (< 70%)
3390,266,Architecting on AWS (Membangun Arsitektur Cloud di AWS),0.0,40.0,8.0,0.2,170,170,16.564705882352943,96.00896948838802,0.024208566108007448,18.181818181818183,Fast (< 70%)
3390,271,Belajar Fundamental Back-End dengan JavaScript,0.0,90.0,47.0,0.5222222222222223,183,183,15.726775956284152,98.51492849174723,0.01932367149758454,80.0,Fast (< 70%)
3390,276,Menjadi Back-End Developer Expert dengan JavaScript,0.0,82.0,86.0,1.048780487804878,111,116,15.405172413793103,179.74262154536413,0.013189448441247002,83.33333333333334,Normal (70-130%)
3390,292,Meniti Karier sebagai Software Developer,0.0,7.0,1.0,0.14285714285714285,53,53,20.67924528301887,0.0,0.6666666666666666,35.714285714285715,Fast (< 70%)
3390,297,Pengenalan Data pada Pemrograman (Data 101),0.0,6.0,14.0,2.3333333333333335,39,39,15.743589743589743,4.330127018922194,0.3333333333333333,60.0,Slow (> 130%)
3390,302,Pengenalan ke Logika Pemrograman (Programming Logic 101),0.0,6.0,2.0,0.3333333333333333,37,37,12.81081081081081,115.5,0.012711864406779662,38.0,Fast (< 70%)
3390,307,DevOps Praktis dengan IBM Cloud (Practical DevOps with IBM Cloud),0.0,35.0,0.0,0.0,0,96,15.072916666666666,12.111461513789324,0.10869565217391304,20.0,
3390,312,Simulasi Ujian TensorFlow Developer Certificate,0.0,25.0,16.0,0.56,3,4,18.5,0.0,0.004415011037527594,55.00000000000001,Fast (< 70%)
3390,313,Belajar Membuat Augmented Reality dengan Lens Studio,0.0,20.0,16.0,0.56,55,56,12.375,2.9393876913398134,0.3333333333333333,57.49999999999999,Fast (< 70%)
3390,315,Belajar Membuat Front-End Web untuk Pemula,0.0,45.0,407.0,9.044444444444444,89,89,19.292134831460675,94.48463863917516,0.010796221322537112,80.76923076923077,Slow (> 130%)
3390,317,Belajar Dasar Git dengan GitHub,0.0,15.0,1.0,0.06666666666666667,78,78,18.333333333333332,195.41030551124985,0.006459948320413436,25.0,Fast (< 70%)
3390,319,Machine Learning Terapan,0.0,80.0,110.0,1.375,109,109,13.137614678899082,248.0124907248737,0.013675213675213675,94.73684210526315,Slow (> 130%)
3390,335,Belajar Dasar UX Design,0.0,36.0,16.0,0.56,93,94,20.27659574468085,229.49673200287623,0.009345794392523364,34.21052631578947,Fast (< 70%)
3390,337,Belajar Dasar Google Cloud,0.0,12.0,4.0,0.3333333333333333,78,78,11.423076923076923,193.72983766059372,0.007032348804500703,52.38095238095239,Fast (< 70%)
3390,342,Belajar Membuat Aplikasi Back-End untuk Pemula dengan Google Cloud,0.0,45.0,16.0,0.56,21,22,8.772727272727273,0.0,0.03278688524590164,50.0,Fast (< 70%)
3390,352,Belajar Pengembangan Aplikasi Android Intermediate,0.0,150.0,16.0,0.56,110,112,11.392857142857142,43.702223027217514,0.04819277108433735,22.22222222222222,Fast (< 70%)
3390,382,Belajar Dasar-Dasar DevOps,0.0,15.0,2.0,0.13333333333333333,38,38,12.789473684210526,66.05563517804904,0.018306636155606407,43.18181818181818,Fast (< 70%)
3390,387,Belajar Jaringan Komputer untuk Pemula,0.0,25.0,197.0,7.88,62,62,15.274193548387096,90.53750604031458,0.01910828025477707,95.0,Slow (> 130%)
3390,397,Bangkit 2024 ILT Quiz - Mobile Development,0.0,1.0,16.0,0.56,0,2,11.5,0.0,0.01680672268907563,54.166666666666664,Fast (< 70%)
3390,403,Belajar Membuat Aplikasi Web dengan React,0.0,35.0,0.0,0.0,56,56,15.642857142857142,0.0,1.0,11.11111111111111,
3390,413,Belajar Fundamental Aplikasi Web dengan React,0.0,55.0,95.0,1.7272727272727273,66,66,12.348484848484848,102.78783898764483,0.03244274809160305,86.66666666666667,Slow (> 130%)
3390,418,Menjadi React Web Developer Expert,0.0,70.0,16.0,0.56,56,57,13.56140350877193,196.50445287575548,0.012482662968099861,38.46153846153847,Fast (< 70%)
3390,423,Menjadi Linux System Administrator,0.0,25.0,16.0,0.56,37,38,12.421052631578947,219.56101657625834,0.007905138339920948,44.44444444444444,Fast (< 70%)
3390,428,Belajar Implementasi CI/CD,0.0,30.0,16.0,0.56,29,30,18.9,56.004464107783406,0.02145922746781116,43.75,Fast (< 70%)
3390,433,Belajar Membangun Arsitektur Microservices,0.0,60.0,16.0,0.56,35,36,19.194444444444443,263.0,0.005671077504725898,36.36363636363637,Fast (< 70%)
3390,443,Machine Learning Operations (MLOps),0.0,80.0,16.0,0.56,71,72,14.01388888888889,0.6403124237432849,0.7857142857142857,46.666666666666664,Fast (< 70%)
3390,485,BDT 2022 (Tahap 2) Pre-Test Android Developer Dasar,0.0,2.0,16.0,0.56,2,2,12.5,0.0,0.15384615384615385,54.166666666666664,Fast (< 70%)
3390,490,BDT 2022 (Tahap 2) Pre-Test Machine Learning Dasar,0.0,2.0,16.0,0.56,2,2,9.0,0.0,0.16666666666666666,53.333333333333336,Fast (< 70%)
3390,495,BDT 2022 (Tahap 2) Pre-Test IT Support,0.0,1.0,16.0,0.56,2,2,12.5,0.0,1.0,54.166666666666664,Fast (< 70%)
3390,500,BDT 2022 (Tahap 2) Pre-Test Analisis Data,0.0,2.0,16.0,0.56,2,2,11.0,0.0,0.16666666666666666,54.166666666666664,Fast (< 70%)
3390,555,Belajar Analisis Data dengan Python,0.0,70.0,71.0,1.0142857142857142,61,61,14.37704918032787,24.11140808828883,0.08571428571428572,81.81818181818183,Normal (70-130%)
3390,570,Belajar Dasar Manajemen Proyek,0.0,11.0,8.0,0.7272727272727273,38,38,13.605263157894736,59.95739227892494,0.027972027972027972,61.904761904761905,Normal (70-130%)
3390,590,Belajar Penerapan Data Science,0.0,110.0,88.0,0.8,72,72,12.819444444444445,2.544056253745625,0.35,82.35294117647058,Normal (70-130%)
3390,600,Belajar Dasar Structured Query Language (SQL),0.0,11.0,6.0,0.5454545454545454,44,44,16.318181818181817,0.0,0.6666666666666666,59.09090909090909,Fast (< 70%)
3390,605,Memulai Pemrograman dengan Haskell,0.0,20.0,16.0,0.56,21,22,10.909090909090908,0.0,0.5,80.76923076923077,Fast (< 70%)
3390,615,Belajar Dasar Data Science,0.0,11.0,2.0,0.18181818181818182,50,50,12.0,0.0,1.0,40.476190476190474,Fast (< 70%)
3390,653,Belajar Dasar AI,0.0,10.0,61.0,6.1,39,39,9.076923076923077,0.0,1.0,74.07407407407408,Slow (> 130%)
3390,673,Tes Seleksi BEKUP Create: Upskilling Bootcamp 2025 - Multi-Platform App Developer (Flutter),0.0,2.0,16.0,0.56,4,4,18.5,0.0,1.0,55.55555555555556,Fast (< 70%)
3390,697,Belajar Strategi Pengembangan Diri,0.0,12.0,16.0,0.56,11,11,21.0,0.0,1.0,45.83333333333333,Fast (< 70%)
3390,713,Membangun Sistem Machine Learning,0.0,90.0,46.0,0.5111111111111111,72,72,21.75,0.0,0.2857142857142857,80.0,Fast (< 70%)
3390,748,Tes Seleksi Laskar AI,0.0,3.0,16.0,0.56,5,5,19.6,0.0,1.0,53.57142857142857,Fast (< 70%)
3390,753,Prompt Engineering untuk Software Developer,0.0,16.0,2.0,0.125,46,46,14.73913043478261,0.0,0.5,38.88888888888889,Fast (< 70%)
3390,818,Membangun Proyek Deep Learning Tingkat Mahir,0.0,90.0,16.0,0.56,86,87,12.781609195402298,1.4142135623730951,0.375,58.333333333333336,Fast (< 70%)
3390,828,Simulasi Ujian Azure AI Engineer Associate,0.0,5.0,16.0,0.56,3,3,13.333333333333334,0.0,0.6666666666666666,57.14285714285714,Fast (< 70%)
3390,852,Financial Literacy 101,0.0,3.0,0.0,0.0,11,11,19.363636363636363,0.0,1.0,13.636363636363635,
3390,862,AI Praktis untuk Produktivitas,0.0,20.0,1.0,0.05,47,47,15.97872340425532,0.0,1.0,58.333333333333336,Fast (< 70%)
3390,867,Belajar Penggunaan Generative AI,0.0,30.0,1.0,0.03333333333333333,46,46,12.217391304347826,0.0,1.0,35.0,Fast (< 70%)
5774,2,Belajar Membangun Aplikasi Android Native Bagian I,0.0,0.0,16.0,0.56,0,1,8.0,0.0,1.0,50.0,Fast (< 70%)
5774,6,Belajar Membangun Aplikasi Android HTML5,0.0,0.0,16.0,0.56,0,7,11.428571428571429,6.0,0.2,50.0,Fast (< 70%)
5774,7,Belajar Membuat Aplikasi Android dengan MIT AppInventor 2,0.0,0.0,16.0,0.56,0,14,9.214285714285714,0.0,0.02197802197802198,100.0,Fast (< 70%)
5774,9,Belajar Membangun Game Multi Platform,1.0,0.0,16.0,0.56,0,9,8.0,0.0,1.0,100.0,Fast (< 70%)
5774,11,Belajar Membangun Solusi IoT dengan Intel Galileo,1.0,0.0,16.0,0.56,0,9,13.88888888888889,0.0,1.0,100.0,Fast (< 70%)
5774,12,Belajar Membangun Game Android HTML5,0.0,0.0,16.0,0.56,0,6,9.0,0.0,0.015873015873015872,50.0,Fast (< 70%)
5774,14,Belajar Fundamental Aplikasi Android,2.0,140.0,16.0,0.56,0,1,11.0,0.0,1.0,23.91304347826087,Fast (< 70%)
5774,15,Belajar Membangun Aplikasi Android dengan IBM Bluemix,0.0,0.0,16.0,0.56,0,2,7.0,0.0,0.08,66.66666666666666,Fast (< 70%)
5774,44,Belajar Membuat Aplikasi Kognitif dengan IBM Watson,1.0,0.0,16.0,0.56,0,3,13.0,0.0,1.0,66.66666666666666,Fast (< 70%)
5774,51,Belajar Membuat Aplikasi Android untuk Pemula,1.0,60.0,16.0,0.56,1,17,17.41176470588235,148.03227876228738,0.006956521739130435,43.47826086956522,Fast (< 70%)
5774,60,Memulai Pemrograman Dengan Java,0.0,15.0,16.0,0.56,0,3,21.333333333333332,0.0,0.3333333333333333,80.0,Fast (< 70%)
5774,65,Belajar Membuat Game dengan Construct 2,1.0,40.0,16.0,0.56,0,35,11.057142857142857,98.65018689794763,0.025423728813559324,53.57142857142857,Fast (< 70%)
5774,68,Belajar Membuat Aplikasi Kognitif,1.0,15.0,16.0,0.56,0,15,14.133333333333333,168.5,0.00872093023255814,80.76923076923077,Fast (< 70%)
5774,80,Memulai Pemrograman dengan Kotlin,0.0,50.0,16.0,0.56,0,1,11.0,0.0,1.0,50.0,Fast (< 70%)
5774,86,Memulai Pemrograman dengan Python,0.0,60.0,791.0,10.0,90,96,15.479166666666666,375.74144388536814,0.005431093007467753,100.0,Slow (> 130%)
5774,116,Source Code Management untuk Pemula,1.0,10.0,16.0,0.56,1,2,11.0,0.0,1.0,52.77777777777778,Fast (< 70%)
5774,120,Memulai Pemrograman Dengan C,0.0,15.0,16.0,0.56,0,2,12.0,0.0,1.0,80.95238095238095,Fast (< 70%)
5774,123,Belajar Dasar Pemrograman Web,0.0,45.0,16.0,0.56,155,157,17.802547770700638,96.74568928413157,0.02717391304347826,46.15384615384615,Fast (< 70%)
5774,133,Menjadi Google Cloud Engineer,2.0,42.0,16.0,0.56,18,18,20.0,0.0,0.047619047619047616,34.21052631578947,Fast (< 70%)
5774,144,Belajar Dasar-Dasar Azure Cloud,0.0,40.0,103.0,2.575,0,95,14.115789473684211,101.25537022795383,0.021739130434782608,93.33333333333333,Slow (> 130%)
5774,163,Belajar Fundamental Front-End Web Development,0.0,80.0,16.0,0.56,0,1,8.0,0.0,1.0,22.0,Fast (< 70%)
5774,177,Belajar Dasar Visualisasi Data,0.0,16.0,32.0,2.0,50,50,10.62,19.344824171395878,0.03333333333333333,83.33333333333334,Slow (> 130%)
5774,184,Belajar Machine Learning untuk Pemula,0.0,90.0,16.0,0.56,134,139,14.748201438848922,397.73567437013577,0.004739336492890996,54.347826086956516,Fast (< 70%)
5774,185,Belajar Fundamental Deep Learning,0.0,110.0,16.0,0.56,49,50,16.14,0.0,1.0,25.0,Fast (< 70%)
5774,191,Memulai Pemrograman dengan Dart,0.0,30.0,16.0,0.56,0,2,16.0,0.0,1.0,50.0,Fast (< 70%)
5774,237,Memulai Dasar Pemrograman untuk Menjadi Pengembang Software,0.0,9.0,1.0,0.1111111111111111,73,73,10.534246575342467,0.0,1.0,14.583333333333334,Fast (< 70%)
5774,251,Belajar Dasar Cloud dan Gen AI di AWS,0.0,18.0,67.0,3.7222222222222223,0,87,16.563218390804597,287.54239356862416,0.010999083409715857,74.07407407407408,Slow (> 130%)
5774,256,Belajar Dasar Pemrograman JavaScript,0.0,46.0,16.0,0.56,130,131,16.99236641221374,164.8084949266876,0.006952491309385863,59.61538461538461,Fast (< 70%)
5774,261,Belajar Back-End Pemula dengan JavaScript,0.0,50.0,16.0,0.56,101,104,15.365384615384615,426.01747486328406,0.002982848620432513,35.18518518518518,Fast (< 70%)
5774,266,Architecting on AWS (Membangun Arsitektur Cloud di AWS),0.0,40.0,9.0,0.225,162,169,11.905325443786982,4.0,0.2727272727272727,25.0,Fast (< 70%)
5774,271,Belajar Fundamental Back-End dengan JavaScript,0.0,90.0,16.0,0.56,55,56,3.9107142857142856,39.5,0.020833333333333332,37.5,Fast (< 70%)
5774,276,Menjadi Back-End Developer Expert dengan JavaScript,0.0,82.0,16.0,0.56,15,16,21.375,0.0,0.01652892561983471,38.88888888888889,Fast (< 70%)
5774,302,Pengenalan ke Logika Pemrograman (Programming Logic 101),0.0,6.0,4.0,0.6666666666666666,37,37,21.27027027027027,0.5,0.75,52.0,Fast (< 70%)
5774,307,DevOps Praktis dengan IBM Cloud (Practical DevOps with IBM Cloud),0.0,35.0,25.0,0.7142857142857143,0,96,15.197916666666666,189.77732240382525,0.010559662090813094,90.0,Normal (70-130%)
5774,313,Belajar Membuat Augmented Reality dengan Lens Studio,0.0,20.0,16.0,0.56,22,23,12.304347826086957,0.0,0.013071895424836602,57.49999999999999,Fast (< 70%)
5774,315,Belajar Membuat Front-End Web untuk Pemula,0.0,45.0,16.0,0.56,2,3,7.0,0.0,1.0,30.76923076923077,Fast (< 70%)
5774,317,Belajar Dasar Git dengan GitHub,0.0,15.0,4.0,0.26666666666666666,78,78,16.08974358974359,0.0,1.0,45.83333333333333,Fast (< 70%)
5774,319,Machine Learning Terapan,0.0,80.0,16.0,0.56,68,69,19.71014492753623,0.0,0.6666666666666666,26.31578947368421,Fast (< 70%)
5774,337,Belajar Dasar Google Cloud,0.0,12.0,8.0,0.6666666666666666,78,78,15.35897435897436,251.38726211873893,0.011723329425556858,61.904761904761905,Fast (< 70%)
5774,342,Belajar Membuat Aplikasi Back-End untuk Pemula dengan Google Cloud,0.0,45.0,16.0,0.56,106,107,14.02803738317757,4.96158079150358,0.3333333333333333,50.0,Fast (< 70%)
5774,382,Belajar Dasar-Dasar DevOps,0.0,15.0,1.0,0.06666666666666667,38,38,20.342105263157894,127.18839919147064,0.007407407407407408,34.090909090909086,Fast (< 70%)
5774,387,Belajar Jaringan Komputer untuk Pemula,0.0,25.0,321.0,10.0,62,62,13.14516129032258,120.08434535775261,0.00927643784786642,100.0,Slow (> 130%)
5774,423,Menjadi Linux System Administrator,0.0,25.0,16.0,0.56,63,64,12.59375,41.332894445771714,0.023809523809523808,44.44444444444444,Fast (< 70%)
5774,428,Belajar Implementasi CI/CD,0.0,30.0,16.0,0.56,29,30,11.3,63.63961030678928,0.02877697841726619,43.75,Fast (< 70%)
5774,485,BDT 2022 (Tahap 2) Pre-Test Android Developer Dasar,0.0,2.0,16.0,0.56,2,2,18.5,0.0,1.0,54.166666666666664,Fast (< 70%)
5774,490,BDT 2022 (Tahap 2) Pre-Test Machine Learning Dasar,0.0,2.0,16.0,0.56,2,2,9.5,0.0,1.0,53.333333333333336,Fast (< 70%)
5774,495,BDT 2022 (Tahap 2) Pre-Test IT Support,0.0,1.0,16.0,0.56,2,2,8.5,0.0,0.2,54.166666666666664,Fast (< 70%)
5774,500,BDT 2022 (Tahap 2) Pre-Test Analisis Data,0.0,2.0,16.0,0.56,2,2,5.5,0.0,0.5,54.166666666666664,Fast (< 70%)
5774,505,Simulasi Ujian Pendidik Level 1 (Google Certified Educator Level 1 - Indonesian),0.0,19.0,16.0,0.56,3,8,15.0,236.96178782430064,0.006482982171799027,53.125,Fast (< 70%)
5774,545,Simulasi Ujian Pendidik Level 2 (Google Certified Educator Level 2 - Indonesian),0.0,19.0,16.0,0.56,9,9,8.444444444444445,117.5,0.012096774193548387,55.55555555555556,Fast (< 70%)
5774,550,Simulasi Ujian Penilaian Keterampilan Pelatih (Trainer Skills Assessment - Indonesian),0.0,10.0,16.0,0.56,6,7,17.285714285714285,0.0,0.04081632653061224,56.25,Fast (< 70%)
5774,555,Belajar Analisis Data dengan Python,0.0,70.0,16.0,0.56,60,61,16.34426229508197,25.5,0.05555555555555555,38.63636363636363,Fast (< 70%)
5774,570,Belajar Dasar Manajemen Proyek,0.0,11.0,16.0,0.56,8,9,22.0,0.0,1.0,88.09523809523809,Fast (< 70%)
5774,590,Belajar Penerapan Data Science,0.0,110.0,16.0,0.56,39,40,11.2,31.5,0.04285714285714286,38.23529411764706,Fast (< 70%)
5774,600,Belajar Dasar Structured Query Language (SQL),0.0,11.0,34.0,3.090909090909091,44,44,20.75,0.0,0.005479452054794521,86.36363636363636,Slow (> 130%)
5774,615,Belajar Dasar Data Science,0.0,11.0,34.0,3.090909090909091,50,50,13.28,16.0,0.08571428571428572,66.66666666666666,Slow (> 130%)
5774,653,Belajar Dasar AI,0.0,10.0,35.0,3.5,39,39,13.717948717948717,0.0,1.0,66.66666666666666,Slow (> 130%)
5774,713,Membangun Sistem Machine Learning,0.0,90.0,16.0,0.56,9,10,11.0,0.0,1.0,36.666666666666664,Fast (< 70%)
5774,748,Tes Seleksi Laskar AI,0.0,3.0,16.0,0.56,5,5,11.0,0.0,1.0,53.57142857142857,Fast (< 70%)
5774,753,Prompt Engineering untuk Software Developer,0.0,16.0,1.0,0.0625,46,46,16.630434782608695,0.0,1.0,27.77777777777778,Fast (< 70%)
5774,828,Simulasi Ujian Azure AI Engineer Associate,0.0,5.0,16.0,0.56,3,3,18.0,0.0,1.0,57.14285714285714,Fast (< 70%)
5774,852,Financial Literacy 101,0.0,3.0,11.0,3.6666666666666665,11,11,19.0,0.0,1.0,72.72727272727273,Slow (> 130%)
5774,862,AI Praktis untuk Produktivitas,0.0,20.0,1.0,0.05,47,47,10.76595744680851,0.0,0.6666666666666666,58.333333333333336,Fast (< 70%)
5774,867,Belajar Penggunaan Generative AI,0.0,30.0,2.0,0.06666666666666667,46,46,9.41304347826087,0.0,1.0,45.0,Fast (< 70%)
5774,899,Membangun Aplikasi Gen AI dengan Microsoft Azure,0.0,8.0,0.0,0.0,74,74,20.77027027027027,0.0,1.0,14.285714285714285,
5774,902,Belajar Penerapan Data Science dengan Microsoft Fabric,0.0,6.0,0.0,0.0,55,55,18.90909090909091,0.0,1.0,16.666666666666664,
11836,14,Belajar Fundamental Aplikasi Android,2.0,140.0,549.0,3.9214285714285713,125,131,9.15267175572519,140.745589585089,0.014878621769772905,91.30434782608695,Slow (> 130%)
11836,32,Belajar Membangun LINE Chatbot,1.0,20.0,16.0,0.56,12,26,7.769230769230769,0.0,0.002352941176470588,47.05882352941176,Fast (< 70%)
11836,51,Belajar Membuat Aplikasi Android untuk Pemula,1.0,60.0,802.0,10.0,44,52,13.115384615384615,271.48255102345723,0.008968609865470852,95.65217391304348,Slow (> 130%)
11836,60,Memulai Pemrograman Dengan Java,0.0,15.0,0.0,0.0,34,43,16.86046511627907,206.76058014041266,0.009750812567713976,24.0,
11836,65,Belajar Membuat Game dengan Construct 2,1.0,40.0,16.0,0.56,0,35,2.657142857142857,78.68220185587646,0.01904761904761905,53.57142857142857,Fast (< 70%)
11836,68,Belajar Membuat Aplikasi Kognitif,1.0,15.0,19.0,1.2666666666666666,0,25,9.52,96.46242791885346,0.02074688796680498,100.0,Normal (70-130%)
11836,74,Membangun Progressive Web Apps,2.0,70.0,16.0,0.56,0,2,15.5,0.0,0.006557377049180328,50.0,Fast (< 70%)
11836,80,Memulai Pemrograman dengan Kotlin,0.0,50.0,0.0,0.0,22,129,11.666666666666666,244.438908861272,0.007692307692307693,4.166666666666666,
11836,83,Menjadi Azure Cloud Developer,2.0,40.0,16.0,0.56,0,48,16.541666666666668,7.035623639735144,0.15151515151515152,50.0,Fast (< 70%)
11836,86,Memulai Pemrograman dengan Python,0.0,60.0,15.0,0.25,91,96,12.114583333333334,359.36421635994867,0.005929919137466307,75.0,Fast (< 70%)
11836,116,Source Code Management untuk Pemula,1.0,10.0,16.0,0.56,0,19,8.578947368421053,122.1746291175054,0.011363636363636364,52.77777777777778,Fast (< 70%)
11836,120,Memulai Pemrograman Dengan C,0.0,15.0,0.0,0.0,11,48,4.645833333333333,174.0,0.0084985835694051,26.190476190476193,
11836,123,Belajar Dasar Pemrograman Web,0.0,45.0,42.0,0.9333333333333333,0,159,12.320754716981131,370.39539683964756,0.005579665220086794,76.92307692307693,Normal (70-130%)
