developer_id,journey_id,name,avg_study_hour,study_consistency_std,study_consistency_ratio,completed_modules,total_modules_viewed,avg_exam_score,exam_pass_rate,exam_fail_count,avg_submission_rating,submission_pass_rate,submission_fail_count,submission_fail_rate,completion_speed,retry_count,performance_score,struggle_score,study_time_slot,performance_level,speed_category,difficulty
3390,83,Menjadi Azure Cloud Developer,18.075,61.43056475171204,0.035555555555555556,0,40,83.84615384615384,0.0,0.0,2.0,0.0,4.0,1.0,1.2,1.0,24.0,8.0,Evening (18-24),Low,Normal (70-130%),2.0
3390,86,Memulai Pemrograman dengan Python,13.360824742268042,211.87439675430346,0.0067943174799258805,83,97,78.51282051282051,0.7435897435897436,10.0,2.6153846153846154,0.0,0.0,0.0,0.06666666666666667,2.0,31.405128205128207,10.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,104,Menjadi AWS Solutions Architect Associate,18.444444444444443,54.574386266486194,0.04938271604938271,0,72,83.84615384615384,0.0,0.0,4.0,0.0,1.0,1.0,1.175,1.0,48.0,2.0,Evening (18-24),Medium,Normal (70-130%),2.0
3390,116,Source Code Management untuk Pemula,9.31578947368421,0.0,0.005934718100890208,0,19,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),1.0
3390,120,Memulai Pemrograman Dengan C,16.354166666666668,150.5,0.00980392156862745,17,48,85.0,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.13333333333333333,2.0,34.0,0.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,123,Belajar Dasar Pemrograman Web,13.85897435897436,125.71014278887762,0.01083743842364532,126,156,83.84615384615384,0.0,0.0,4.0,0.0,1.0,1.0,0.26666666666666666,1.0,48.0,2.0,Afternoon (12-18),Medium,Fast (< 70%),0.0
3390,129,Belajar Android Jetpack Pro,14.274193548387096,117.13187012935464,0.019296254256526674,1,62,83.84615384615384,0.0,0.0,2.5,0.0,4.0,1.0,0.8571428571428571,1.0,30.0,8.0,Afternoon (12-18),Low,Normal (70-130%),3.0
3390,133,Menjadi Google Cloud Engineer,14.192982456140351,296.9938270963444,0.005834305717619603,27,57,91.66666666666667,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,36.66666666666667,0.0,Afternoon (12-18),Low,Fast (< 70%),2.0
3390,135,Belajar Membuat Augmented Reality,14.547619047619047,4.636809247747852,0.23809523809523808,0,42,83.84615384615384,0.0,0.0,2.0,0.0,2.0,1.0,0.5,1.0,24.0,4.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,144,Belajar Dasar-Dasar Azure Cloud,15.03191489361702,81.8424553639491,0.025252525252525252,0,94,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.15,1.0,0.0,0.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,145,Memulai Pemrograman Dengan Swift,17.764044943820224,389.0,0.0038412291933418692,84,89,70.66666666666667,0.3333333333333333,2.0,2.6153846153846154,0.0,0.0,0.0,0.1,1.0,28.26666666666667,2.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,150,Belajar Membuat Virtual Reality,14.4,0.0,1.0,0,40,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,153,Belajar Membangun LINE Front-end Framework (LIFF),12.785714285714286,0.0,0.6666666666666666,27,28,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,155,Belajar Membuat Mixed Reality,14.4,0.0,1.0,0,20,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,159,Belajar Membuat Aplikasi Flutter untuk Pemula,10.588235294117647,128.0498946122334,0.01971090670170828,51,51,72.5,0.4,6.0,2.0,0.0,2.0,1.0,7.775,1.0,53.0,10.0,Morning (6-12),Medium,Slow (> 130%),0.0
3390,163,Belajar Fundamental Front-End Web Development,12.052631578947368,216.20866657005217,0.010332950631458095,107,133,63.333333333333336,0.5,3.0,1.25,0.0,4.0,1.0,0.4625,1.0,40.333333333333336,11.0,Afternoon (12-18),Medium,Fast (< 70%),0.0
3390,165,Menjadi Android Developer Expert,11.384615384615385,96.30550347721567,0.010893246187363835,51,52,64.70588235294117,0.29411764705882354,12.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,25.88235294117647,12.0,Morning (6-12),Low,Fast (< 70%),0.0
3390,169,Belajar Prinsip Pemrograman SOLID,17.975609756097562,333.5688647041267,0.0034626038781163434,30,41,72.0,0.4,3.0,2.6153846153846154,0.0,0.0,0.0,0.13333333333333333,1.0,28.8,3.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,171,Belajar Membuat Aplikasi iOS untuk Pemula,14.029850746268657,313.9652647985124,0.005112474437627812,50,67,93.0,1.0,0.0,2.5,0.0,2.0,1.0,0.65,1.0,67.2,4.0,Afternoon (12-18),Medium,Fast (< 70%),0.0
3390,177,Belajar Dasar Visualisasi Data,13.234375,163.4142656631367,0.002279202279202279,47,64,92.9090909090909,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.0,1.0,37.163636363636364,0.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,184,Belajar Machine Learning untuk Pemula,12.050359712230216,312.12113033244003,0.0034071550255536627,137,139,96.3,1.0,0.0,4.5,0.0,2.0,1.0,0.05555555555555555,1.0,92.52000000000001,4.0,Afternoon (12-18),High,Fast (< 70%),0.0
3390,185,Belajar Fundamental Deep Learning,16.149253731343283,279.5157240657491,0.006036217303822937,129,134,91.5,1.0,0.0,1.5,0.0,14.0,1.0,0.4636363636363636,1.0,54.6,28.0,Afternoon (12-18),Medium,Fast (< 70%),0.0
3390,191,Memulai Pemrograman dengan Dart,14.465116279069768,214.62163088664767,0.00651890482398957,44,86,75.2,0.6,2.0,2.6153846153846154,0.0,0.0,0.0,0.2,1.0,30.080000000000002,2.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,195,Belajar Fundamental Aplikasi Flutter,14.184615384615384,174.31368914179467,0.009345794392523364,51,65,75.0,0.625,3.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,30.0,3.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,202,Belajar Fundamental Aplikasi iOS,15.068965517241379,138.44569287826621,0.011111111111111112,14,87,62.5,0.5,4.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,25.0,4.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,219,Belajar Pengembangan Web Intermediate,14.131428571428572,96.51033570534912,0.0148975791433892,155,175,83.84615384615384,0.0,0.0,0.47368421052631576,0.0,19.0,1.0,0.9625,3.0,5.6842105263157885,38.0,Afternoon (12-18),Low,Normal (70-130%),0.0
3390,237,Memulai Dasar Pemrograman untuk Menjadi Pengembang Software,18.2027027027027,92.0,0.012658227848101266,74,74,92.32,0.92,2.0,2.6153846153846154,0.0,0.0,0.0,2.7777777777777777,1.0,36.928,2.0,Evening (18-24),Low,Slow (> 130%),0.0
3390,251,Belajar Dasar Cloud dan Gen AI di AWS,15.83838383838384,167.6393748497053,0.003981420039814201,81,99,71.125,0.325,27.0,2.6153846153846154,0.0,0.0,0.0,0.5555555555555556,1.0,28.450000000000003,27.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,256,Belajar Dasar Pemrograman JavaScript,14.051948051948052,211.47502807660294,0.006036217303822937,112,154,82.25,0.5,4.0,2.6153846153846154,0.0,0.0,0.0,0.08695652173913043,1.0,32.9,4.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,261,Belajar Back-End Pemula dengan JavaScript,13.990196078431373,158.242430045379,0.006439742410303588,97,102,83.84615384615384,0.0,0.0,1.0,0.0,4.0,1.0,0.56,1.0,12.0,8.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,266,Architecting on AWS (Membangun Arsitektur Cloud di AWS),16.564705882352943,96.00896948838802,0.024208566108007448,170,170,66.11538461538461,0.6153846153846154,10.0,2.6153846153846154,0.0,0.0,0.0,0.2,1.0,26.446153846153848,10.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,271,Belajar Fundamental Back-End dengan JavaScript,15.726775956284152,98.51492849174723,0.01932367149758454,183,183,83.84615384615384,0.0,0.0,1.8571428571428572,0.0,7.0,1.0,0.5222222222222223,3.0,22.28571428571429,14.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,276,Menjadi Back-End Developer Expert dengan JavaScript,15.405172413793103,179.74262154536413,0.013189448441247002,111,116,72.27272727272727,0.7272727272727273,3.0,1.2,0.0,5.0,1.0,1.048780487804878,3.0,43.309090909090905,13.0,Afternoon (12-18),Medium,Normal (70-130%),0.0
3390,292,Meniti Karier sebagai Software Developer,20.67924528301887,0.0,0.6666666666666666,53,53,92.0,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.14285714285714285,1.0,36.800000000000004,0.0,Evening (18-24),Low,Fast (< 70%),0.0
3390,297,Pengenalan Data pada Pemrograman (Data 101),15.743589743589743,4.330127018922194,0.3333333333333333,39,39,92.0,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,2.3333333333333335,1.0,36.800000000000004,0.0,Afternoon (12-18),Low,Slow (> 130%),0.0
3390,302,Pengenalan ke Logika Pemrograman (Programming Logic 101),12.81081081081081,115.5,0.012711864406779662,37,37,93.73333333333333,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.3333333333333333,1.0,37.49333333333333,0.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,307,DevOps Praktis dengan IBM Cloud (Practical DevOps with IBM Cloud),15.072916666666666,12.111461513789324,0.10869565217391304,0,96,89.71428571428571,0.7142857142857143,4.0,2.6153846153846154,0.0,0.0,0.0,0.0,1.0,35.885714285714286,4.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,312,Simulasi Ujian TensorFlow Developer Certificate,18.5,0.0,0.004415011037527594,3,4,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Evening (18-24),Low,Fast (< 70%),0.0
3390,313,Belajar Membuat Augmented Reality dengan Lens Studio,12.375,2.9393876913398134,0.3333333333333333,55,56,79.7,0.5,5.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,31.880000000000003,5.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,315,Belajar Membuat Front-End Web untuk Pemula,19.292134831460675,94.48463863917516,0.010796221322537112,89,89,73.0,0.8,1.0,2.5,0.0,2.0,1.0,9.044444444444444,1.0,59.2,5.0,Evening (18-24),Medium,Slow (> 130%),0.0
3390,317,Belajar Dasar Git dengan GitHub,18.333333333333332,195.41030551124985,0.006459948320413436,78,78,88.7741935483871,0.9032258064516129,3.0,2.6153846153846154,0.0,0.0,0.0,0.06666666666666667,1.0,35.509677419354844,3.0,Evening (18-24),Low,Fast (< 70%),0.0
3390,319,Machine Learning Terapan,13.137614678899082,248.0124907248737,0.013675213675213675,109,109,67.6086956521739,0.6086956521739131,9.0,1.1428571428571428,0.0,14.0,1.0,1.375,2.0,40.75776397515527,37.0,Afternoon (12-18),Medium,Slow (> 130%),0.0
3390,335,Belajar Dasar UX Design,20.27659574468085,229.49673200287623,0.009345794392523364,93,94,82.77777777777777,0.7777777777777778,2.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,33.11111111111111,2.0,Evening (18-24),Low,Fast (< 70%),0.0
3390,337,Belajar Dasar Google Cloud,11.423076923076923,193.72983766059372,0.007032348804500703,78,78,78.5,0.8,2.0,2.6153846153846154,0.0,0.0,0.0,0.3333333333333333,1.0,31.400000000000002,2.0,Morning (6-12),Low,Fast (< 70%),0.0
3390,342,Belajar Membuat Aplikasi Back-End untuk Pemula dengan Google Cloud,8.772727272727273,0.0,0.03278688524590164,21,22,75.0,0.5,1.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,30.0,1.0,Morning (6-12),Low,Fast (< 70%),0.0
3390,352,Belajar Pengembangan Aplikasi Android Intermediate,11.392857142857142,43.702223027217514,0.04819277108433735,110,112,83.33333333333333,0.75,3.0,0.0,0.0,1.0,1.0,0.56,0.0,33.333333333333336,5.0,Morning (6-12),Low,Fast (< 70%),0.0
3390,382,Belajar Dasar-Dasar DevOps,12.789473684210526,66.05563517804904,0.018306636155606407,38,38,86.42857142857143,0.8571428571428571,1.0,2.6153846153846154,0.0,0.0,0.0,0.13333333333333333,1.0,34.57142857142858,1.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,387,Belajar Jaringan Komputer untuk Pemula,15.274193548387096,90.53750604031458,0.01910828025477707,62,62,80.0,0.7777777777777778,2.0,5.0,0.0,1.0,1.0,7.88,1.0,92.0,4.0,Afternoon (12-18),High,Slow (> 130%),0.0
3390,397,Bangkit 2024 ILT Quiz - Mobile Development,11.5,0.0,0.01680672268907563,0,2,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),0.0
3390,403,Belajar Membuat Aplikasi Web dengan React,15.642857142857142,0.0,1.0,56,56,85.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,94.0,2.0,Afternoon (12-18),High,Fast (< 70%),0.0
3390,413,Belajar Fundamental Aplikasi Web dengan React,12.348484848484848,102.78783898764483,0.03244274809160305,66,66,81.875,0.75,2.0,1.5,0.0,6.0,1.0,1.7272727272727273,1.0,50.75,14.0,Afternoon (12-18),Medium,Slow (> 130%),0.0
3390,418,Menjadi React Web Developer Expert,13.56140350877193,196.50445287575548,0.012482662968099861,56,57,62.5,0.5,2.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,25.0,2.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,423,Menjadi Linux System Administrator,12.421052631578947,219.56101657625834,0.007905138339920948,37,38,65.625,0.5,4.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,26.25,4.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,428,Belajar Implementasi CI/CD,18.9,56.004464107783406,0.02145922746781116,29,30,87.5,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,35.0,0.0,Evening (18-24),Low,Fast (< 70%),0.0
3390,433,Belajar Membangun Arsitektur Microservices,19.194444444444443,263.0,0.005671077504725898,35,36,100.0,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,40.0,0.0,Evening (18-24),Low,Fast (< 70%),0.0
3390,443,Machine Learning Operations (MLOps),14.01388888888889,0.6403124237432849,0.7857142857142857,71,72,67.1875,0.5625,7.0,1.5,0.0,2.0,1.0,0.56,0.0,44.875,11.0,Afternoon (12-18),Medium,Fast (< 70%),0.0
3390,485,BDT 2022 (Tahap 2) Pre-Test Android Developer Dasar,12.5,0.0,0.15384615384615385,2,2,95.0,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,38.0,0.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,490,BDT 2022 (Tahap 2) Pre-Test Machine Learning Dasar,9.0,0.0,0.16666666666666666,2,2,100.0,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,40.0,0.0,Morning (6-12),Low,Fast (< 70%),0.0
3390,495,BDT 2022 (Tahap 2) Pre-Test IT Support,12.5,0.0,1.0,2,2,100.0,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,40.0,0.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,500,BDT 2022 (Tahap 2) Pre-Test Analisis Data,11.0,0.0,0.16666666666666666,2,2,98.0,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,39.2,0.0,Morning (6-12),Low,Fast (< 70%),0.0
3390,555,Belajar Analisis Data dengan Python,14.37704918032787,24.11140808828883,0.08571428571428572,61,61,83.06451612903226,0.8387096774193549,5.0,2.3333333333333335,0.0,3.0,1.0,1.0142857142857142,1.0,61.22580645161291,11.0,Afternoon (12-18),Medium,Normal (70-130%),0.0
3390,570,Belajar Dasar Manajemen Proyek,13.605263157894736,59.95739227892494,0.027972027972027972,38,38,85.0,0.8333333333333334,1.0,2.6153846153846154,0.0,0.0,0.0,0.7272727272727273,1.0,34.0,1.0,Afternoon (12-18),Low,Normal (70-130%),0.0
3390,590,Belajar Penerapan Data Science,12.819444444444445,2.544056253745625,0.35,72,72,91.5,0.9,1.0,1.6,0.0,5.0,1.0,0.8,2.0,55.8,11.0,Afternoon (12-18),Medium,Normal (70-130%),0.0
3390,600,Belajar Dasar Structured Query Language (SQL),16.318181818181817,0.0,0.6666666666666666,44,44,83.33333333333333,0.8333333333333334,1.0,2.6153846153846154,0.0,0.0,0.0,0.5454545454545454,1.0,33.333333333333336,1.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,605,Memulai Pemrograman dengan Haskell,10.909090909090908,0.0,0.5,21,22,100.0,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,40.0,0.0,Morning (6-12),Low,Fast (< 70%),0.0
3390,615,Belajar Dasar Data Science,12.0,0.0,1.0,50,50,75.5,0.7,3.0,2.6153846153846154,0.0,0.0,0.0,0.18181818181818182,1.0,30.200000000000003,3.0,Morning (6-12),Low,Fast (< 70%),0.0
3390,653,Belajar Dasar AI,9.076923076923077,0.0,1.0,39,39,90.0,0.8823529411764706,2.0,2.6153846153846154,0.0,0.0,0.0,6.1,1.0,36.0,2.0,Morning (6-12),Low,Slow (> 130%),0.0
3390,673,Tes Seleksi BEKUP Create: Upskilling Bootcamp 2025 - Multi-Platform App Developer (Flutter),18.5,0.0,1.0,4,4,58.5,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,23.400000000000002,0.0,Evening (18-24),Low,Fast (< 70%),0.0
3390,697,Belajar Strategi Pengembangan Diri,21.0,0.0,1.0,11,11,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Evening (18-24),Low,Fast (< 70%),0.0
3390,713,Membangun Sistem Machine Learning,21.75,0.0,0.2857142857142857,72,72,89.33333333333333,0.8888888888888888,1.0,0.75,0.0,4.0,1.0,0.5111111111111111,1.0,44.733333333333334,9.0,Evening (18-24),Medium,Fast (< 70%),0.0
3390,748,Tes Seleksi Laskar AI,19.6,0.0,1.0,5,5,67.33333333333333,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,26.933333333333334,0.0,Evening (18-24),Low,Fast (< 70%),0.0
3390,753,Prompt Engineering untuk Software Developer,14.73913043478261,0.0,0.5,46,46,80.83333333333333,0.8333333333333334,1.0,2.6153846153846154,0.0,0.0,0.0,0.125,1.0,32.333333333333336,1.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,818,Membangun Proyek Deep Learning Tingkat Mahir,12.781609195402298,1.4142135623730951,0.375,86,87,73.61538461538461,0.6153846153846154,5.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,29.446153846153848,5.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,828,Simulasi Ujian Azure AI Engineer Associate,13.333333333333334,0.0,0.6666666666666666,3,3,85.0,0.5,1.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,34.0,1.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,852,Financial Literacy 101,19.363636363636363,0.0,1.0,11,11,81.5,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.0,1.0,32.6,0.0,Evening (18-24),Low,Fast (< 70%),0.0
3390,862,AI Praktis untuk Produktivitas,15.97872340425532,0.0,1.0,47,47,100.0,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.05,1.0,40.0,0.0,Afternoon (12-18),Low,Fast (< 70%),0.0
3390,867,Belajar Penggunaan Generative AI,12.217391304347826,0.0,1.0,46,46,100.0,1.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.03333333333333333,1.0,40.0,0.0,Afternoon (12-18),Low,Fast (< 70%),0.0
5774,2,Belajar Membangun Aplikasi Android Native Bagian I,8.0,0.0,1.0,0,1,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),0.0
5774,6,Belajar Membangun Aplikasi Android HTML5,11.428571428571429,6.0,0.2,0,7,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),0.0
5774,7,Belajar Membuat Aplikasi Android dengan MIT AppInventor 2,9.214285714285714,0.0,0.02197802197802198,0,14,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),0.0
5774,9,Belajar Membangun Game Multi Platform,8.0,0.0,1.0,0,9,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),1.0
5774,11,Belajar Membangun Solusi IoT dengan Intel Galileo,13.88888888888889,0.0,1.0,0,9,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Afternoon (12-18),Low,Fast (< 70%),1.0
5774,12,Belajar Membangun Game Android HTML5,9.0,0.0,0.015873015873015872,0,6,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),0.0
5774,14,Belajar Fundamental Aplikasi Android,11.0,0.0,1.0,0,1,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),2.0
5774,15,Belajar Membangun Aplikasi Android dengan IBM Bluemix,7.0,0.0,0.08,0,2,83.84615384615384,0.0,0.0,0.0,0.0,1.0,1.0,0.56,0.0,0.0,2.0,Morning (6-12),Low,Fast (< 70%),0.0
5774,44,Belajar Membuat Aplikasi Kognitif dengan IBM Watson,13.0,0.0,1.0,0,3,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Afternoon (12-18),Low,Fast (< 70%),1.0
5774,51,Belajar Membuat Aplikasi Android untuk Pemula,17.41176470588235,148.03227876228738,0.006956521739130435,1,17,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Afternoon (12-18),Low,Fast (< 70%),1.0
5774,60,Memulai Pemrograman Dengan Java,21.333333333333332,0.0,0.3333333333333333,0,3,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Evening (18-24),Low,Fast (< 70%),0.0
5774,65,Belajar Membuat Game dengan Construct 2,11.057142857142857,98.65018689794763,0.025423728813559324,0,35,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),1.0
5774,68,Belajar Membuat Aplikasi Kognitif,14.133333333333333,168.5,0.00872093023255814,0,15,0.0,0.0,1.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,1.0,Afternoon (12-18),Low,Fast (< 70%),1.0
5774,80,Memulai Pemrograman dengan Kotlin,11.0,0.0,1.0,0,1,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),0.0
5774,86,Memulai Pemrograman dengan Python,15.479166666666666,375.74144388536814,0.005431093007467753,90,96,59.28846153846154,0.5,26.0,2.6153846153846154,0.0,0.0,0.0,10.0,4.0,23.715384615384618,26.0,Afternoon (12-18),Low,Slow (> 130%),0.0
5774,116,Source Code Management untuk Pemula,11.0,0.0,1.0,1,2,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),1.0
5774,120,Memulai Pemrograman Dengan C,12.0,0.0,1.0,0,2,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Morning (6-12),Low,Fast (< 70%),0.0
5774,123,Belajar Dasar Pemrograman Web,17.802547770700638,96.74568928413157,0.02717391304347826,155,157,54.416666666666664,0.2916666666666667,17.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,21.766666666666666,17.0,Afternoon (12-18),Low,Fast (< 70%),0.0
5774,133,Menjadi Google Cloud Engineer,20.0,0.0,0.047619047619047616,18,18,83.84615384615384,0.0,0.0,2.6153846153846154,0.0,0.0,0.0,0.56,0.0,0.0,0.0,Evening (18-24),Low,Fast (< 70%),2.0
